Console output now writes to ColorDTest.txt and can be found at /home/pi/Chromostat/ColorDTest.txt

To change output to a file, press o
To return to this screen press h
To set gain value press g
To run color sensor press r
To run color sensor in manual mode press m
To reset file output, type reset
To view current settings, press v
To reset all settings, type resetAll
To set remove all unwanted lines from file, press c
To toggle light press l
To compete strains, type compete


Mode  Time  Red  Green  Blue
T     4720     113   1466   1370
T     4721     113   1466   1370
T     4722     113   1466   1370
T     4723     113   1466   1370
T     4724     113   1466   1370
T     4725     113   1466   1370
T     4726     113   1466   1370
T     4727     113   1466   1370
T     4728     113   1466   1370
T     4729     113   1466   1371
T     4730     113   1466   1370
T     4731     113   1466   1371
T     4732     113   1466   1371
T     4733     113   1466   1371
T     4734     113   1466   1371
T     4735     113   1466   1371
T     4736     113   1466   1371
T     4737     113   1467   1370
T     4738     113   1467   1371
T     4739     113   1466   1371
T     4740     113   1466   1371
T     4741     113   1466   1371
T     4742     113   1467   1371
T     4743     113   1466   1372
T     4744     113   1467   1372
T     4745     113   1466   1371
T     4746     113   1467   1371
T     4747     113   1466   1371
T     4748     113   1467   1372
T     4749     113   1467   1371
T     4750     113   1467   1372
T     4751     113   1466   1372
T     4752     113   1467   1372
T     4753     113   1466   1372
T     4754     113   1468   1373
T     4755     113   1467   1371
T     4756     113   1467   1373
T     4757     113   1466   1372
T     4758     113   1468   1373
T     4759     113   1467   1372
T     4760     113   1467   1372
T     4761     113   1467   1372
T     4762     113   1468   1373
T     4763     113   1467   1373
T     4764     113   1467   1373
T     4765     113   1467   1373
T     4766     113   1467   1373
T     4767     113   1467   1372
T     4768     113   1468   1373
T     4769     113   1467   1372
T     4770     113   1467   1373
T     4771     113   1467   1372
T     4772     113   1467   1372
T     4773     113   1467   1372
T     4774     113   1468   1373
T     4775     113   1467   1372
T     4776     113   1468   1373
T     4777     113   1468   1373
T     4778     113   1468   1373
T     4779     113   1467   1373
T     4780     113   1468   1373
T     4781     113   1468   1373
T     4782     113   1468   1373
T     4783     113   1468   1373
T     4784     113   1468   1374
T     4785     113   1468   1372
T     4786     113   1468   1373
T     4787     113   1468   1373
T     4788     113   1468   1374
T     4789     113   1468   1373
T     4790     113   1467   1373
T     4791     113   1468   1374
T     4792     113   1468   1373
T     4793     113   1468   1373
T     4794     113   1468   1374
T     4795     113   1468   1373
T     4796     113   1467   1373
T     4797     113   1468   1374
T     4798     113   1468   1374
T     4799     113   1468   1373
T     4800     113   1468   1375
T     4801     113   1468   1373
T     4802     113   1469   1373
T     4803     113   1468   1373
T     4804     113   1468   1374
T     4805     113   1468   1374
T     4806     113   1468   1375
T     4807     113   1468   1376
T     4808     113   1468   1376
T     4809     113   1468   1376
T     4810     113   1468   1377
T     4811     112   1468   1376
T     4812     113   1468   1376
T     4813     112   1468   1376
T     4814     113   1468   1376
T     4815     113   1468   1376
T     4816     113   1468   1376
T     4817     113   1468   1376
T     4818     113   1468   1377
T     4819     112   1467   1376
T     4820     112   1468   1375
T     4821     113   1468   1375
T     4822     112   1468   1375
T     4823     113   1468   1375
T     4824     113   1468   1375
T     4825     112   1469   1376
T     4826     112   1468   1375
T     4827     113   1468   1376
T     4828     112   1467   1376
T     4829     113   1468   1376
T     4830     112   1468   1376
T     4831     113   1468   1377
T     4832     112   1468   1377
T     4833     112   1468   1377
T     4834     112   1468   1376
T     4835     113   1468   1377
T     4836     112   1468   1377
T     4837     112   1468   1377
T     4838     112   1467   1377
T     4839     112   1468   1378
T     4840     112   1468   1378
T     4841     112   1468   1378
T     4842     112   1468   1378
T     4843     112   1467   1378
T     4844     112   1468   1379
T     4845     112   1467   1379
T     4846     112   1468   1380
T     4847     112   1468   1379
T     4848     113   1468   1380
T     4849     112   1467   1379
T     4850     112   1468   1379
T     4851     112   1468   1379
T     4852     112   1468   1379
T     4853     112   1468   1380
T     4854     111   1467   1379
T     4855     112   1467   1380
T     4856     112   1467   1380
T     4857     112   1468   1381
T     4858     112   1468   1380
T     4859     112   1468   1381
T     4860     112   1468   1381
T     4861     112   1469   1381
T     4862     112   1468   1380
T     4863     112   1468   1381
T     4864     112   1468   1381
T     4865     112   1468   1381
T     4866     112   1468   1380
T     4867     112   1468   1381
T     4868     112   1468   1381
T     4869     112   1468   1381
T     4870     112   1469   1382
T     4871     112   1468   1381
T     4872     112   1468   1381
T     4873     112   1468   1381
T     4874     112   1468   1382
T     4875     112   1468   1382
T     4876     112   1468   1381
T     4877     112   1468   1383
T     4878     112   1468   1381
T     4879     112   1468   1383
T     4880     112   1468   1382
T     4881     112   1468   1382
T     4882     112   1468   1381
T     4883     112   1469   1381
T     4884     112   1469   1382
T     4885     112   1469   1380
T     4886     113   1469   1380
T     4887     112   1469   1380
T     4888     113   1470   1381
T     4889     112   1469   1381
T     4890     112   1469   1380
T     4891     112   1469   1380
T     4892     112   1470   1380
T     4893     112   1470   1380
T     4894     112   1470   1380
T     4895     113   1470   1380
T     4896     113   1469   1380
T     4897     112   1470   1380
T     4898     113   1469   1380
T     4899     113   1469   1380
T     4900     113   1470   1379
T     4901     113   1470   1381
T     4902     113   1470   1380
T     4903     113   1471   1381
T     4904     113   1470   1380
T     4905     113   1470   1381
T     4906     113   1470   1380
T     4907     113   1470   1379
T     4908     113   1470   1379
T     4909     113   1470   1379
T     4910     113   1470   1379
T     4911     113   1470   1379
T     4912     113   1470   1379
T     4913     113   1470   1380
T     4914     113   1470   1380
T     4915     113   1470   1380
T     4916     113   1470   1380
T     4917     113   1470   1380
T     4918     113   1470   1380
T     4919     113   1470   1380
T     4920     113   1471   1381
T     4921     113   1470   1381
T     4922     113   1471   1380
T     4923     113   1470   1380
T     4924     113   1470   1380
T     4925     113   1470   1380
T     4926     113   1471   1380
T     4927     113   1471   1381
T     4928     113   1470   1380
T     4929     113   1471   1381
T     4930     113   1471   1380
T     4931     113   1471   1380
T     4932     113   1471   1380
T     4933     113   1471   1381
T     4934     113   1471   1380
T     4935     113   1471   1381
T     4936     113   1471   1380
T     4937     113   1471   1380
T     4938     113   1471   1380
T     4939     113   1471   1381
T     4940     113   1471   1380
T     4941     114   1471   1380
T     4942     113   1471   1380
T     4943     113   1471   1381
T     4944     113   1471   1380
T     4945     113   1471   1380
T     4946     113   1472   1380
T     4947     113   1472   1380
T     4948     113   1472   1381
T     4949     113   1471   1380
T     4950     113   1471   1380
T     4951     113   1471   1380
T     4952     113   1472   1381
T     4953     113   1472   1381
T     4954     113   1472   1381
T     4955     113   1472   1381
T     4956     113   1472   1381
T     4957     113   1471   1380
T     4958     114   1473   1380
T     4959     113   1472   1380
T     4960     113   1472   1381
T     4961     113   1472   1380
T     4962     113   1472   1380
T     4963     113   1472   1380
T     4964     114   1473   1381
T     4965     113   1472   1381
T     4966     113   1472   1380
T     4967     113   1472   1380
T     4968     113   1472   1380
T     4969     113   1472   1380
T     4970     114   1473   1381
T     4971     113   1472   1380
T     4972     113   1472   1381
T     4973     113   1472   1381
T     4974     113   1472   1380
T     4975     114   1473   1381
T     4976     114   1473   1381
T     4977     114   1473   1381
T     4978     113   1473   1381
T     4979     113   1472   1381
T     4980     114   1473   1381
T     4981     114   1473   1381
T     4982     113   1473   1381
T     4983     114   1473   1381
T     4984     113   1472   1381
T     4985     113   1472   1381
T     4986     113   1473   1382
T     4987     113   1473   1382
T     4988     113   1473   1381
T     4989     113   1473   1381
T     4990     113   1473   1381
T     4991     113   1473   1382
T     4992     113   1473   1382
T     4993     113   1473   1382
T     4994     113   1473   1382
T     4995     113   1472   1382
T     4996     113   1473   1382
T     4997     112   1472   1381
T     4998     113   1472   1382
T     4999     113   1473   1382
T     5000     113   1473   1381
T     5001     113   1473   1382
T     5002     113   1473   1382
T     5003     113   1473   1382
T     5004     113   1473   1383
T     5005     113   1473   1383
T     5006     113   1473   1383
T     5007     113   1473   1383
T     5008     113   1473   1382
T     5009     113   1473   1383
T     5010     113   1473   1382
T     5011     113   1473   1383
T     5012     113   1473   1383
T     5013     113   1473   1383
T     5014     113   1473   1383
T     5015     113   1474   1384
T     5016     113   1473   1383
T     5017     113   1474   1384
T     5018     112   1473   1383
T     5019     113   1473   1384
T     5020     112   1473   1383
T     5021     113   1473   1385
T     5022     113   1473   1383
T     5023     113   1474   1384
T     5024     113   1473   1383
T     5025     113   1474   1384
T     5026     113   1474   1384
T     5027     113   1474   1383
T     5028     113   1473   1384
T     5029     113   1474   1385
T     5030     113   1474   1383
T     5031     113   1474   1384
T     5032     113   1474   1384
T     5033     113   1474   1384
T     5034     112   1473   1384
T     5035     113   1474   1384
T     5036     112   1473   1384
T     5037     113   1474   1384
T     5038     113   1474   1384
T     5039     113   1474   1385
T     5040     113   1473   1385
T     5041     112   1473   1386
T     5042     112   1473   1386
T     5043     112   1473   1386
T     5044     112   1473   1388
T     5045     112   1473   1387
T     5046     112   1473   1387
T     5047     112   1473   1387
T     5048     112   1473   1387
T     5049     112   1473   1388
T     5050     112   1473   1389
T     5051     112   1473   1387
T     5052     112   1473   1387
T     5053     112   1472   1388
T     5054     112   1473   1388
T     5055     112   1472   1388
T     5056     112   1474   1389
T     5057     112   1473   1388
T     5058     112   1473   1389
T     5059     112   1473   1389
T     5060     112   1473   1388
T     5061     112   1473   1388
T     5062     112   1473   1389
T     5063     112   1473   1388
T     5064     112   1473   1388
T     5065     112   1473   1388
T     5066     112   1473   1388
T     5067     112   1473   1389
T     5068     111   1472   1388
T     5069     112   1473   1388
T     5070     112   1473   1389
T     5071     112   1473   1389
T     5072     112   1473   1388
T     5073     112   1473   1389
T     5074     112   1474   1389
T     5075     112   1473   1390
T     5076     112   1474   1390
T     5077     112   1474   1389
T     5078     112   1474   1391
T     5079     112   1473   1389
T     5080     112   1474   1390
T     5081     112   1473   1390
T     5082     112   1474   1390
T     5083     111   1473   1390
T     5084     112   1474   1390
T     5085     112   1473   1391
T     5086     112   1474   1390
T     5087     112   1474   1391
T     5088     112   1473   1391
T     5089     112   1474   1391
T     5090     112   1473   1391
T     5091     112   1474   1392
T     5092     111   1473   1392
T     5093     112   1473   1392
T     5094     112   1473   1392
T     5095     112   1473   1392
T     5096     112   1473   1392
T     5097     111   1474   1392
T     5098     112   1473   1392
T     5099     112   1473   1392
T     5100     112   1474   1393
T     5101     111   1474   1393
T     5102     112   1474   1393
T     5103     111   1474   1393
T     5104     112   1474   1394
T     5105     111   1474   1393
T     5106     111   1474   1393
T     5107     112   1474   1392
T     5108     112   1474   1392
T     5109     112   1474   1391
T     5110     112   1474   1391
T     5111     112   1474   1391
T     5112     112   1474   1391
T     5113     112   1474   1392
T     5114     112   1474   1392
T     5115     112   1474   1392
T     5116     112   1474   1391
T     5117     112   1475   1392
T     5118     112   1475   1391
T     5119     112   1475   1391
T     5120     112   1474   1391
T     5121     112   1474   1392
T     5122     112   1474   1390
T     5123     112   1475   1391
T     5124     112   1475   1391
T     5125     112   1475   1391
T     5126     112   1474   1392
T     5127     112   1475   1391
T     5128     112   1475   1391
T     5129     112   1475   1391
T     5130     113   1475   1392
T     5131     112   1475   1391
T     5132     112   1475   1392
T     5133     112   1475   1391
T     5134     112   1475   1392
T     5135     112   1474   1392
T     5136     112   1475   1393
T     5137     112   1475   1391
T     5138     113   1476   1392
T     5139     112   1475   1391
T     5140     111   1475   1391
T     5141     112   1475   1392
T     5142     112   1475   1392
T     5143     112   1475   1391
T     5144     112   1475   1392
T     5145     112   1475   1392
T     5146     112   1475   1392
T     5147     112   1476   1391
T     5148     112   1476   1392
T     5149     112   1476   1392
T     5150     112   1476   1391
T     5151     112   1476   1391
T     5152     112   1475   1392
T     5153     112   1476   1392
T     5154     112   1475   1392
T     5155     112   1476   1391
T     5156     112   1476   1391
T     5157     112   1476   1391
T     5158     112   1476   1392
T     5159     112   1476   1392
T     5160     112   1476   1392
T     5161     112   1476   1391
T     5162     112   1476   1391
T     5163     112   1476   1392
T     5164     112   1476   1391
T     5165     112   1476   1392
T     5166     112   1476   1392
T     5167     112   1476   1391
T     5168     112   1476   1392
T     5169     112   1476   1392
T     5170     112   1476   1392
T     5171     112   1476   1392
T     5172     112   1476   1392
T     5173     112   1476   1392
T     5174     112   1476   1392
T     5175     112   1476   1392
T     5176     112   1476   1392
T     5177     112   1476   1392
T     5178     112   1476   1392
T     5179     112   1476   1392
T     5180     113   1477   1392
T     5181     112   1476   1392
T     5182     112   1477   1391
T     5183     112   1477   1391
T     5184     113   1477   1392
T     5185     112   1477   1391
T     5186     112   1477   1391
T     5187     112   1477   1391
T     5188     113   1477   1392
T     5189     112   1477   1391
T     5190     113   1477   1392
T     5191     112   1477   1392
T     5192     112   1477   1392
T     5193     113   1477   1392
T     5194     113   1477   1392
T     5195     112   1477   1392
T     5196     113   1477   1393
T     5197     112   1476   1392
T     5198     112   1477   1394
T     5199     112   1476   1393
T     5200     113   1477   1394
T     5201     112   1476   1394
T     5202     112   1477   1394
T     5203     112   1476   1394
T     5204     113   1477   1394
T     5205     112   1477   1393
T     5206     113   1478   1394
T     5207     112   1477   1394
T     5208     112   1477   1394
T     5209     112   1477   1394
T     5210     112   1477   1394
T     5211     112   1476   1393
T     5212     112   1476   1393
T     5213     112   1477   1394
T     5214     112   1477   1394
T     5215     113   1477   1395
T     5216     112   1476   1395
T     5217     112   1478   1396
T     5218     112   1477   1395
T     5219     112   1477   1395
T     5220     112   1477   1395
T     5221     112   1477   1396
T     5222     112   1477   1395
T     5223     112   1477   1395
T     5224     112   1477   1395
T     5225     112   1477   1395
T     5226     112   1477   1395
T     5227     112   1477   1396
T     5228     112   1477   1396
T     5229     112   1476   1396
T     5230     112   1477   1396
T     5231     112   1477   1396
T     5232     112   1477   1396
T     5233     112   1477   1396
T     5234     112   1477   1397
T     5235     112   1477   1396
T     5236     112   1477   1397
T     5237     112   1476   1397
T     5238     112   1477   1398
T     5239     112   1477   1397
T     5240     111   1477   1397
T     5241     112   1477   1397
T     5242     112   1477   1397
T     5243     112   1477   1397
T     5244     111   1477   1398
T     5245     112   1477   1398
T     5246     111   1477   1398
T     5247     112   1477   1399
T     5248     111   1477   1398
T     5249     111   1477   1398
T     5250     112   1477   1398
T     5251     112   1477   1398
T     5252     112   1477   1398
T     5253     111   1476   1399
T     5254     111   1477   1398
T     5255     112   1477   1399
T     5256     112   1477   1399
T     5257     112   1477   1398
T     5258     112   1477   1398
T     5259     112   1477   1397
T     5260     112   1478   1397
T     5261     112   1477   1397
T     5262     112   1477   1397
T     5263     112   1477   1398
T     5264     112   1477   1398
T     5265     112   1477   1398
T     5266     112   1478   1397
T     5267     112   1478   1398
T     5268     112   1478   1397
T     5269     112   1478   1399
T     5270     112   1478   1397
T     5271     112   1478   1398
T     5272     112   1478   1397
T     5273     112   1478   1397
T     5274     112   1478   1397
T     5275     112   1478   1397
T     5276     112   1478   1397
T     5277     112   1478   1397
T     5278     112   1478   1397
T     5279     112   1478   1397
T     5280     112   1478   1397
T     5281     112   1478   1397
T     5282     112   1478   1397
T     5283     112   1478   1397
T     5284     113   1479   1398
T     5285     112   1478   1397
T     5286     112   1479   1397
T     5287     112   1478   1397
T     5288     112   1479   1398
T     5289     112   1478   1397
T     5290     112   1478   1397
T     5291     112   1478   1397
T     5292     112   1479   1397
T     5293     112   1478   1397
T     5294     113   1479   1398
T     5295     113   1479   1398
T     5296     113   1479   1397
T     5297     113   1480   1398
T     5298     113   1480   1397
T     5299     113   1479   1397
T     5300     113   1480   1398
T     5301     113   1480   1398
T     5302     113   1479   1397
T     5303     113   1479   1397
T     5304     113   1480   1398
T     5305     113   1480   1397
T     5306     113   1480   1399
T     5307     113   1479   1398
T     5308     113   1480   1398
T     5309     113   1480   1398
T     5310     113   1480   1399
T     5311     113   1480   1398
T     5312     113   1480   1398
T     5313     112   1479   1398
T     5314     113   1480   1400
T     5315     113   1480   1398
T     5316     113   1480   1399
T     5317     113   1480   1398
T     5318     113   1480   1399
T     5319     113   1480   1398
T     5320     113   1481   1399
T     5321     113   1480   1398
T     5322     113   1480   1398
T     5323     113   1480   1398
T     5324     113   1481   1399
T     5325     113   1480   1399
T     5326     113   1481   1399
T     5327     113   1480   1398
T     5328     113   1480   1398
T     5329     113   1480   1398
T     5330     113   1481   1399
T     5331     113   1480   1398
T     5332     113   1481   1398
T     5333     113   1481   1398
T     5334     113   1481   1399
T     5335     113   1480   1398
T     5336     113   1480   1398
T     5337     113   1480   1399
T     5338     113   1480   1399
T     5339     113   1480   1399
T     5340     113   1481   1399
T     5341     113   1480   1399
T     5342     113   1481   1399
T     5343     113   1481   1398
T     5344     113   1480   1399
T     5345     113   1480   1399
T     5346     113   1480   1399
T     5347     113   1481   1399
T     5348     113   1481   1399
T     5349     113   1480   1400
T     5350     113   1481   1399
T     5351     113   1481   1399
T     5352     113   1481   1399
T     5353     113   1481   1399
T     5354     113   1481   1399
T     5355     113   1481   1399
T     5356     113   1481   1399
T     5357     113   1481   1400
T     5358     113   1481   1399
T     5359     113   1481   1400
T     5360     113   1481   1400
T     5361     113   1481   1400
T     5362     113   1481   1400
T     5363     113   1481   1400
T     5364     113   1481   1399
T     5365     113   1481   1400
T     5366     113   1481   1400
T     5367     113   1481   1400
T     5368     113   1481   1400
T     5369     113   1481   1400
T     5370     113   1481   1400
T     5371     113   1481   1400
T     5372     113   1481   1400
T     5373     113   1481   1400
T     5374     113   1481   1400
T     5375     113   1481   1400
T     5376     113   1481   1400
T     5377     113   1481   1400
T     5378     113   1482   1400
T     5379     113   1481   1400
T     5380     113   1482   1400
T     5381     113   1482   1400
T     5382     113   1482   1400
T     5383     113   1481   1400
T     5384     113   1482   1400
T     5385     113   1482   1400
T     5386     113   1482   1400
T     5387     113   1482   1400
T     5388     113   1482   1400
T     5389     113   1482   1400
T     5390     113   1482   1400
T     5391     113   1481   1401
T     5392     113   1482   1402
T     5393     113   1481   1402
T     5394     113   1483   1401
T     5395     113   1481   1402
T     5396     112   1482   1402
T     5397     112   1481   1402
T     5398     112   1482   1403
T     5399     112   1481   1403
T     5400     112   1481   1403
T     5401     112   1482   1403
T     5402     112   1482   1403
T     5403     112   1482   1403
T     5404     112   1481   1404
T     5405     112   1482   1403
T     5406     112   1481   1404
T     5407     112   1481   1404
T     5408     112   1481   1404
T     5409     112   1482   1403
T     5410     112   1482   1403
T     5411     112   1482   1403
T     5412     112   1481   1404
T     5413     113   1482   1405
T     5414     112   1482   1403
T     5415     113   1482   1405
T     5416     112   1481   1404
T     5417     113   1482   1405
T     5418     112   1481   1404
T     5419     112   1481   1405
T     5420     112   1481   1405
T     5421     112   1481   1405
T     5422     112   1481   1405
T     5423     112   1481   1405
T     5424     112   1481   1405
T     5425     112   1481   1405
T     5426     112   1481   1405
T     5427     112   1481   1405
T     5428     112   1481   1406
T     5429     112   1481   1406
T     5430     112   1482   1406
T     5431     112   1482   1406
T     5432     112   1481   1406
T     5433     112   1482   1406
T     5434     112   1481   1406
T     5435     112   1481   1407
T     5436     112   1481   1407
T     5437     112   1481   1407
T     5438     112   1481   1407
T     5439     112   1481   1407
T     5440     112   1481   1407
T     5441     112   1481   1407
T     5442     112   1481   1406
T     5443     112   1481   1407
T     5444     112   1482   1406
T     5445     112   1481   1407
T     5446     112   1481   1407
T     5447     112   1482   1407
T     5448     112   1482   1408
T     5449     112   1481   1407
T     5450     112   1481   1408
T     5451     112   1481   1408
T     5452     112   1481   1408
T     5453     112   1481   1408
T     5454     112   1481   1408
T     5455     112   1481   1410
T     5456     112   1481   1408
T     5457     112   1482   1409
T     5458     112   1481   1409
T     5459     112   1481   1409
T     5460     112   1482   1408
T     5461     112   1482   1410
T     5462     112   1481   1409
T     5463     112   1481   1409
T     5464     112   1481   1409
T     5465     112   1481   1409
T     5466     112   1481   1409
T     5467     112   1481   1409
T     5468     112   1482   1410
T     5469     112   1481   1409
T     5470     113   1482   1409
T     5471     112   1481   1408
T     5472     113   1482   1408
T     5473     112   1482   1407
T     5474     112   1482   1407
T     5475     112   1482   1408
T     5476     112   1482   1407
T     5477     112   1482   1407
T     5478     112   1482   1407
T     5479     113   1482   1407
T     5480     112   1482   1407
T     5481     113   1483   1408
T     5482     112   1482   1407
T     5483     113   1483   1408
T     5484     113   1483   1407
T     5485     113   1483   1408
T     5486     112   1483   1408
T     5487     113   1483   1407
T     5488     113   1483   1407
T     5489     113   1483   1408
T     5490     113   1483   1407
T     5491     113   1483   1408
T     5492     113   1483   1407
T     5493     113   1483   1407
T     5494     113   1483   1408
T     5495     113   1483   1407
T     5496     113   1483   1407
T     5497     113   1483   1407
T     5498     113   1483   1408
T     5499     113   1483   1408
T     5500     113   1483   1408
T     5501     113   1484   1408
T     5502     113   1483   1408
T     5503     113   1484   1408
T     5504     113   1484   1408
T     5505     113   1484   1408
T     5506     113   1484   1408
T     5507     113   1484   1408
T     5508     113   1484   1408
T     5509     113   1484   1409
T     5510     113   1484   1408
T     5511     113   1484   1408
T     5512     113   1484   1407
T     5513     113   1485   1407
T     5514     113   1484   1408
T     5515     114   1485   1409
T     5516     113   1484   1408
T     5517     114   1485   1409
T     5518     114   1485   1409
T     5519     114   1485   1409
T     5520     114   1485   1409
T     5521     114   1486   1409
T     5522     114   1485   1409
T     5523     114   1485   1409
T     5524     114   1485   1409
T     5525     114   1486   1410
T     5526     114   1485   1409
T     5527     114   1485   1409
T     5528     114   1485   1409
T     5529     114   1485   1409
T     5530     114   1485   1408
T     5531     115   1486   1410
T     5532     115   1486   1410
T     5533     114   1485   1409
T     5534     114   1485   1409
T     5535     114   1486   1410
T     5536     114   1486   1410
T     5537     115   1486   1410
T     5538     114   1486   1410
T     5539     115   1486   1410
T     5540     115   1487   1410
T     5541     115   1487   1410
T     5542     115   1487   1410
T     5543     116   1487   1411
T     5544     115   1487   1410
T     5545     115   1487   1410
T     5546     115   1487   1410
T     5547     115   1488   1410
T     5548     115   1487   1410
T     5549     116   1488   1411
T     5550     115   1487   1410
T     5551     115   1487   1410
T     5552     115   1487   1411
T     5553     115   1487   1411
T     5554     115   1487   1411
T     5555     115   1487   1411
T     5556     115   1487   1410
T     5557     115   1487   1410
T     5558     115   1487   1410
T     5559     115   1487   1410
T     5560     115   1487   1410
T     5561     115   1487   1410
T     5562     115   1487   1410
T     5563     115   1487   1411
T     5564     115   1487   1411
T     5565     115   1487   1411
T     5566     115   1488   1411
T     5567     115   1488   1411
T     5568     116   1488   1411
T     5569     115   1487   1411
T     5570     115   1487   1411
T     5571     115   1487   1410
T     5572     115   1487   1411
T     5573     114   1487   1410
T     5574     115   1487   1411
T     5575     114   1487   1410
T     5576     114   1487   1410
T     5577     114   1486   1409
T     5578     114   1487   1409
T     5579     114   1486   1409
T     5580     114   1487   1410
T     5581     114   1486   1409
T     5582     114   1487   1410
T     5583     114   1487   1410
T     5584     114   1487   1410
T     5585     114   1487   1409
T     5586     114   1487   1410
T     5587     114   1486   1409
T     5588     114   1487   1410
T     5589     114   1487   1410
T     5590     114   1487   1410
T     5591     114   1487   1409
T     5592     114   1487   1410
T     5593     114   1487   1410
T     5594     114   1487   1410
T     5595     114   1486   1409
T     5596     114   1487   1411
T     5597     114   1486   1410
T     5598     114   1486   1410
T     5599     114   1487   1410
T     5600     114   1488   1411
T     5601     114   1487   1410
T     5602     114   1487   1410
T     5603     114   1487   1410
T     5604     114   1487   1410
T     5605     114   1487   1411
T     5606     114   1488   1412
T     5607     114   1487   1411
T     5608     114   1487   1411
T     5609     114   1487   1411
T     5610     115   1487   1412
T     5611     114   1487   1410
T     5612     114   1488   1412
T     5613     114   1487   1411
T     5614     114   1487   1411
T     5615     114   1487   1411
T     5616     114   1487   1412
T     5617     114   1487   1411
T     5618     114   1488   1412
T     5619     114   1487   1411
T     5620     114   1487   1412
T     5621     114   1487   1412
T     5622     114   1487   1411
T     5623     114   1487   1412
T     5624     114   1488   1412
T     5625     114   1487   1411
T     5626     114   1488   1412
T     5627     114   1488   1411
T     5628     114   1487   1411
T     5629     114   1487   1411
T     5630     114   1488   1412
T     5631     114   1488   1412
T     5632     115   1488   1413
T     5633     114   1488   1412
T     5634     114   1488   1412
T     5635     114   1488   1413
T     5636     114   1488   1413
T     5637     115   1488   1413
T     5638     115   1489   1413
T     5639     115   1489   1413
T     5640     125   1501   1432
T     5641     125   1501   1432
T     5642     115   1488   1414
T     5643     115   1488   1414
T     5644     115   1489   1413
T     5645     115   1489   1414
T     5646     115   1489   1414
T     5647     115   1489   1415
T     5648     115   1489   1414
T     5649     115   1489   1415
T     5650     115   1489   1414
T     5651     115   1489   1415
T     5652     115   1489   1414
T     5653     115   1489   1415
T     5654     115   1489   1415
T     5655     115   1489   1415
T     5656     115   1489   1414
T     5657     115   1489   1415
T     5658     115   1489   1414
T     5659     116   1489   1415
T     5660     115   1489   1415
T     5661     115   1489   1414
T     5662     115   1489   1414
T     5663     115   1489   1415
T     5664     115   1489   1414
T     5665     115   1489   1415
T     5666     115   1489   1414
T     5667     115   1489   1415
T     5668     115   1489   1414
T     5669     115   1488   1414
T     5670     115   1488   1414
T     5671     115   1488   1414
T     5672     114   1489   1414
T     5673     114   1488   1414
T     5674     114   1489   1413
T     5675     114   1488   1414
T     5676     114   1488   1414
T     5677     114   1488   1414
T     5678     114   1488   1414
T     5679     114   1489   1414
T     5680     114   1488   1414
T     5681     114   1488   1414
T     5682     114   1488   1414
T     5683     114   1488   1414
T     5684     114   1488   1414
T     5685     114   1489   1413
T     5686     114   1488   1414
T     5687     114   1489   1413
T     5688     114   1488   1414
T     5689     113   1488   1413
T     5690     114   1488   1413
T     5691     113   1488   1413
T     5692     113   1488   1413
T     5693     113   1488   1413
T     5694     113   1488   1413
T     5695     113   1488   1413
T     5696     113   1488   1413
T     5697     113   1488   1412
T     5698     113   1488   1412
T     5699     113   1488   1412
T     5700     113   1489   1413
T     5701     113   1488   1413
T     5702     113   1488   1412
T     5703     113   1488   1412
T     5704     113   1489   1414
T     5705     113   1489   1413
T     5706     113   1489   1414
T     5707     114   1488   1414
T     5708     114   1488   1414
T     5709     114   1489   1415
T     5710     114   1489   1415
T     5711     114   1489   1414
T     5712     114   1490   1414
T     5713     114   1489   1415
T     5714     114   1488   1415
T     5715     114   1490   1414
T     5716     114   1489   1415
T     5717     114   1490   1415
T     5718     114   1489   1415
T     5719     115   1490   1415
T     5720     114   1489   1415
T     5721     114   1490   1415
T     5722     114   1489   1415
T     5723     114   1490   1416
T     5724     114   1489   1415
T     5725     147   1521   1432
T     5726     151   1529   1424
T     5727     149   1529   1423
T     5728     150   1530   1423
T     5729     151   1530   1424
T     5730     149   1529   1423
T     5731     149   1529   1423
T     5732     148   1528   1423
T     5733     146   1527   1423
T     5734     146   1528   1424
T     5735     146   1527   1423
T     5736     146   1527   1423
T     5737     146   1527   1424
T     5738     146   1527   1424
T     5739     147   1527   1424
T     5740     147   1528   1424
T     5741     147   1528   1424
T     5742     147   1527   1424
T     5743     147   1527   1424
T     5744     147   1527   1424
T     5745     147   1528   1423
T     5746     147   1528   1424
T     5747     147   1528   1424
T     5748     146   1527   1423
T     5749     146   1527   1423
T     5750     146   1527   1423
T     5751     146   1528   1423
T     5752     147   1527   1424
T     5753     146   1527   1424
T     5754     146   1527   1423
T     5755     146   1528   1424
T     5756     146   1527   1424
T     5757     146   1528   1424
T     5758     146   1528   1424
T     5759     146   1528   1424
T     5760     146   1527   1424
T     5761     145   1527   1424
T     5762     145   1527   1423
T     5763     145   1527   1423
T     5764     146   1527   1423
T     5765     145   1527   1423
T     5766     146   1527   1423
T     5767     145   1527   1423
T     5768     145   1527   1424
T     5769     145   1527   1423
T     5770     145   1527   1424
T     5771     145   1527   1424
T     5772     146   1527   1425
T     5773     145   1526   1424
T     5774     145   1527   1424
T     5775     145   1526   1424
T     5776     145   1527   1424
T     5777     145   1527   1424
T     5778     145   1527   1426
T     5779     145   1527   1424
T     5780     145   1528   1426
T     5781     145   1527   1425
T     5782     146   1527   1425
