Console output now writes to ColorDTest.txt and can be found at /home/pi/Chromostat/ColorDTest.txt

To change output to a file, press o
To return to this screen press h
To set gain value press g
To run color sensor press r
To run color sensor in manual mode press m
To reset file output, type reset
To view current settings, press v
To reset all settings, type resetAll
To set remove all unwanted lines from file, press c
To toggle light press l
To compete strains, type compete


Mode  Time  Red  Green  Blue
T     1073     42   1467   1351
T     1074     41   1466   1351
T     1075     42   1467   1350
T     1076     42   1467   1350
T     1077     41   1466   1351
T     1078     42   1467   1350
T     1079     48   1475   1362
T     1080     41   1466   1350
T     1081     48   1475   1364
T     1082     42   1468   1350
T     1083     45   1471   1358
T     1084     41   1466   1349
T     1085     48   1475   1362
T     1086     41   1467   1349
T     1087     42   1467   1351
T     1088     41   1466   1350
T     1089     42   1467   1350
T     1090     42   1467   1349
T     1091     41   1467   1350
T     1092     47   1474   1361
T     1093     41   1466   1349
T     1094     43   1469   1355
T     1095     41   1466   1350
T     1096     44   1470   1355
T     1097     41   1466   1349
T     1098     41   1466   1350
T     1099     43   1468   1353
T     1100     41   1466   1350
T     1101     43   1469   1352
T     1102     41   1467   1350
T     1103     48   1475   1362
T     1104     41   1466   1349
T     1105     48   1475   1363
T     1106     41   1466   1350
T     1107     41   1466   1349
T     1108     40   1466   1349
T     1109     41   1466   1349
T     1110     41   1466   1350
T     1111     41   1466   1349
T     1112     42   1468   1351
T     1113     42   1467   1349
T     1114     48   1475   1362
T     1115     41   1466   1349
T     1116     47   1474   1362
T     1117     41   1466   1350
T     1118     43   1469   1352
T     1119     41   1467   1350
T     1120     45   1472   1357
T     1121     41   1466   1350
T     1122     41   1467   1349
T     1123     41   1468   1350
T     1124     42   1468   1349
T     1125     41   1467   1349
T     1126     41   1465   1349
T     1127     45   1471   1356
T     1128     41   1466   1349
T     1129     47   1473   1360
T     1130     41   1466   1350
T     1131     47   1474   1360
T     1132     41   1467   1349
T     1133     41   1466   1350
T     1134     42   1467   1350
T     1135     41   1467   1349
T     1136     42   1467   1350
T     1137     35   1459   1337
T     1138     44   1470   1354
T     1139     42   1467   1350
T     1140     42   1468   1350
T     1141     42   1467   1350
T     1142     99   1539   1368
T     1143     95   1537   1353
T     1144     101   1547   1365
T     1145     94   1537   1352
T     1146     95   1539   1354
T     1147     94   1539   1352
T     1148     93   1537   1352
T     1149     92   1537   1352
T     1150     91   1535   1352
T     1151     90   1535   1353
T     1152     90   1535   1352
T     1153     97   1543   1364
T     1154     92   1536   1353
T     1155     97   1542   1360
T     1156     92   1537   1352
T     1157     98   1544   1361
T     1158     93   1538   1352
T     1159     100   1546   1365
T     1160     93   1538   1352
T     1161     95   1540   1356
T     1162     94   1538   1352
T     1163     92   1537   1352
T     1164     93   1538   1352
T     1165     93   1538   1352
T     1166     94   1538   1353
T     1167     93   1538   1353
T     1168     97   1543   1361
T     1169     93   1537   1352
T     1170     93   1537   1353
T     1171     92   1537   1353
T     1172     99   1545   1365
T     1173     92   1537   1352
T     1174     95   1540   1357
T     1175     92   1537   1353
T     1176     98   1544   1364
T     1177     92   1537   1352
T     1178     92   1537   1352
T     1179     92   1537   1353
T     1180     94   1539   1357
T     1181     91   1535   1351
T     1182     92   1536   1352
T     1183     91   1537   1353
T     1184     91   1535   1351
T     1185     91   1536   1352
T     1186     92   1537   1353
T     1187     97   1543   1363
T     1188     92   1536   1352
T     1189     95   1540   1357
T     1190     92   1536   1354
T     1191     98   1543   1364
T     1192     92   1536   1353
T     1193     99   1545   1366
T     1194     92   1536   1352
T     1195     92   1537   1355
T     1196     92   1536   1353
T     1197     91   1537   1353
T     1198     92   1536   1354
T     1199     92   1537   1353
T     1200     92   1537   1353
T     1201     92   1536   1354
T     1202     96   1541   1361
T     1203     93   1537   1355
T     1204     92   1537   1353
T     1205     92   1537   1354
T     1206     99   1545   1366
T     1207     92   1537   1354
T     1208     234   1714   1621
T     1209     233   1713   1619
T     1210     92   1537   1354
T     1211     92   1538   1355
T     1212     94   1539   1355
T     1213     93   1538   1356
T     1214     93   1538   1356
T     1215     94   1539   1357
T     1216     95   1541   1361
T     1217     94   1539   1357
T     1218     93   1539   1357
T     1219     93   1539   1356
T     1220     100   1548   1368
T     1221     93   1538   1357
T     1222     95   1542   1361
T     1223     93   1539   1356
T     1224     98   1545   1366
T     1225     93   1538   1356
T     1226     93   1539   1356
T     1227     92   1537   1356
T     1228     94   1540   1358
T     1229     93   1538   1356
T     1230     92   1538   1356
T     1231     92   1538   1356
T     1232     93   1538   1355
T     1233     92   1538   1356
T     1234     92   1538   1356
T     1235     95   1541   1360
T     1236     93   1538   1357
T     1237     99   1547   1369
T     1238     92   1539   1358
T     1239     100   1547   1370
T     1240     93   1540   1357
T     1241     96   1543   1362
T     1242     93   1539   1358
T     1243     89   1531   1383
T     1244     93   1540   1358
T     1245     94   1541   1358
T     1246     93   1539   1359
T     1247     93   1539   1358
T     1248     94   1540   1357
T     1249     93   1540   1358
T     1250     93   1539   1359
T     1251     93   1540   1357
T     1252     97   1546   1366
T     1253     93   1539   1358
T     1254     94   1541   1360
T     1255     92   1539   1358
T     1256     100   1548   1371
T     1257     93   1539   1358
T     1258     100   1549   1371
T     1259     94   1541   1358
T     1260     96   1544   1362
T     1261     95   1541   1359
T     1262     94   1541   1358
T     1263     94   1541   1358
T     1264     95   1541   1358
T     1265     94   1541   1357
T     1266     95   1541   1358
T     1267     99   1547   1366
T     1268     94   1542   1358
T     1269     97   1543   1361
T     1270     95   1541   1358
T     1271     101   1549   1370
T     1272     94   1540   1358
T     1273     100   1548   1369
T     1274     95   1541   1357
T     1275     95   1541   1359
T     1276     94   1540   1357
T     1277     94   1541   1357
T     1278     94   1540   1357
T     1279     94   1540   1357
T     1280     94   1540   1357
T     1281     94   1541   1357
T     1282     94   1539   1356
T     1283     93   1538   1355
T     1284     91   1537   1354
T     1285     100   1548   1369
T     1286     93   1539   1357
T     1287     99   1546   1367
T     1288     94   1540   1358
T     1289     96   1543   1362
T     1290     93   1538   1356
T     1291     93   1539   1356
T     1292     92   1539   1356
T     1293     93   1539   1356
T     1294     93   1539   1356
T     1295     93   1538   1356
T     1296     96   1543   1363
T     1297     93   1539   1357
T     1298     93   1540   1361
T     1299     93   1539   1356
T     1300     97   1544   1364
T     1301     92   1538   1356
T     1302     99   1546   1368
T     1303     93   1539   1357
T     1304     93   1538   1357
T     1305     93   1538   1357
T     1306     93   1538   1356
T     1307     93   1538   1356
T     1308     93   1539   1356
T     1309     94   1540   1358
T     1310     92   1538   1357
T     1311     99   1546   1369
T     1312     93   1538   1357
T     1313     99   1547   1369
T     1314     94   1539   1357
T     1315     97   1544   1365
T     1316     93   1539   1357
T     1317     100   1548   1370
T     1318     93   1539   1358
T     1319     94   1540   1359
T     1320     93   1539   1357
T     1321     90   1535   1356
T     1322     93   1538   1357
T     1323     93   1538   1356
T     1324     93   1538   1357
T     1325     93   1538   1356
T     1326     97   1543   1362
T     1327     93   1539   1356
T     1328     93   1538   1357
T     1329     93   1539   1356
T     1330     99   1546   1367
T     1331     93   1538   1356
T     1332     95   1541   1360
T     1333     93   1539   1357
T     1334     100   1546   1369
T     1335     93   1539   1357
T     1336     94   1540   1359
T     1337     93   1538   1356
T     1338     100   1546   1367
T     1339     91   1537   1356
T     1340     88   1504   1342
T     1341     283   1524   1249
T     1342     91   1395   1266
T     1343     88   1390   1259
T     1344     90   1392   1259
T     1345     92   1392   1255
T     1346     92   1392   1255
T     1347     92   1391   1254
T     1348     91   1390   1253
T     1349     97   1398   1255
T     1350     97   1397   1254
T     1351     94   1393   1251
T     1352     101   1401   1264
T     1353     94   1393   1251
T     1354     96   1395   1253
T     1355     95   1393   1252
T     1356     93   1390   1265
T     1357     96   1395   1252
T     1358     94   1393   1251
T     1359     97   1395   1253
T     1360     96   1394   1252
T     1361     97   1395   1252
T     1362     96   1393   1252
T     1363     391   1423   1170
T     1364     370   1441   1188
T     1365     367   1438   1185
T     1366     368   1439   1188
T     1367     369   1440   1187
T     1368     369   1438   1188
T     1369     372   1442   1191
T     1370     357   1439   1188
T     1371     317   1458   1200
T     1372     315   1461   1203
T     1373     306   1464   1205
T     1374     303   1463   1205
T     1375     304   1464   1209
T     1376     300   1463   1206
T     1377     300   1463   1207
T     1378     298   1462   1206
T     1379     296   1460   1205
T     1380     297   1463   1207
T     1381     295   1461   1206
T     1382     293   1459   1204
T     1383     295   1462   1207
T     1384     295   1462   1209
T     1385     294   1462   1209
T     1386     295   1462   1211
T     1387     294   1460   1206
T     1388     293   1459   1207
T     1389     235   1477   1222
T     1390     234   1477   1222
T     1391     236   1479   1224
T     1392     241   1487   1235
T     1393     232   1475   1222
T     1394     239   1485   1232
T     1395     233   1478   1224
T     1396     236   1479   1226
T     1397     234   1477   1224
T     1398     240   1484   1231
T     1399     236   1481   1224
T     1400     240   1486   1234
T     1401     232   1475   1223
T     1402     239   1484   1234
T     1403     235   1479   1225
T     1404     236   1481   1227
T     1405     233   1477   1223
T     1406     237   1482   1231
T     1407     231   1475   1221
T     1408     233   1478   1225
T     1409     233   1478   1224
T     1410     233   1479   1225
T     1411     229   1473   1222
T     1412     231   1475   1223
T     1413     233   1478   1226
T     1414     234   1480   1226
T     1415     230   1475   1223
T     1416     231   1476   1225
T     1417     231   1476   1225
T     1418     231   1475   1224
T     1419     231   1477   1224
T     1420     231   1477   1226
T     1421     235   1481   1232
T     1422     231   1476   1225
T     1423     231   1476   1225
T     1424     231   1477   1225
T     1425     231   1476   1225
T     1426     234   1481   1233
T     1427     230   1476   1224
T     1428     233   1478   1231
T     1429     232   1478   1225
T     1430     234   1480   1230
T     1431     227   1472   1222
T     1432     229   1474   1226
T     1433     228   1474   1224
T     1434     230   1476   1226
